path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
brown-spot-25.JPG,0.9542529692962842,0.9892111705954957,0.306336923026976,715816961.0000383,5592320.99999988,0.9542529692962842,0.9686849699561794,0.9494736386857718,0.9851648844189312,0.34399202168671705,715816961.0000254,5592320.999999894,0.9494736386857718,0.9112511207459195,0.9505602906665174,0.9858649914541564,0.33608412817510847,715816961.000021,5592321.000000254,0.9505602906665174,0.9235169761529393,0.9493485281434235,0.9850570169867379,0.3448574203680789,715816961.0000243,5592320.999999902,0.9493485281434235,0.9099770614129163,Brown spot
brown-spot-12.jpg,0.7423755420467484,0.9787770869361445,1.0676666706305065,715816961.000124,5592320.999999918,0.7423755420467484,0.9793655603744471,0.7285665097123062,0.9532637064059617,1.241750614702196,715816961.0000763,5592321.000000044,0.7285665097123062,0.9355002384175662,0.7326596433739018,0.9600747571506634,1.198079848191972,715816961.0000921,5592321.000000217,0.7326596433739018,0.9485989060115401,0.7279174377073667,0.9525764849452162,1.2460580811878896,715816961.0000646,5592321.000000053,0.7279174377073667,0.9327725439669113,Brown spot
brown-spot-20.JPG,0.9327497179990472,0.9791823087929672,0.5226751380775522,715816961.0000696,5592320.999999892,0.9327497179990472,0.9432993521285907,0.9236748465819808,0.9689401238131782,0.6032819460527363,715816961.0000485,5592320.999999838,0.9236748465819808,0.7634504298931479,0.925114291689751,0.970136873200751,0.592176097848053,715816961.0000376,5592321.000000343,0.925114291689751,0.7899136479533594,0.9240438533232112,0.9691541533644877,0.6011140408935342,715816961.0000474,5592320.999999823,0.9240438533232112,0.7692134389330536,Brown spot
brown-spot-1.jpg,0.808033162084306,0.9781921816474839,0.9190682340869665,715816961.000025,5592320.999999677,0.808033162084306,0.9694900967459066,0.7955238581533924,0.9560071801524347,1.0654305843630505,715816961.0000081,5592320.999999869,0.7955238581533924,0.9111830238528833,0.8004549901511424,0.9637490996347154,1.0161962310321346,715816961.0000142,5592321.0000002505,0.8004549901511424,0.9368941532195721,0.7968848058530938,0.9574263280806214,1.0553074974905159,715816961.0000106,5592320.999999803,0.7968848058530938,0.9196429552017347,Brown spot
brown-spot-10.jpg,0.8147198004320257,0.9881399505379055,0.7114430594833819,715816961.0000134,5592321.000000074,0.8147198004320257,0.9803605672498764,0.8068124265973758,0.9743992033832066,0.8101146359954621,715816961.0000057,5592321.000000049,0.8068124265973758,0.9499175032372795,0.8113940518308949,0.9813117844175936,0.7560963030504021,715816961.0000119,5592320.999999956,0.8113940518308949,0.9667780456938966,0.8068309792576044,0.97440731179849,0.8100077158728185,715816961.0000058,5592321.000000059,0.8068309792576044,0.9500315408943477,Brown spot
brown-spot-9.jpg,0.7708284512528609,0.9884780004498949,0.7941309456146917,715816960.9999818,5592320.999999891,0.7708284512528609,0.9868900371382261,0.7612266060595488,0.9723124222916586,0.9064502628093911,715816960.9999925,5592321.000000004,0.7612266060595488,0.958876631561738,0.7648240082572147,0.9769514844568966,0.8621570115862978,715816960.9999844,5592321.000000114,0.7648240082572147,0.9691276054802682,0.761331444663267,0.9724187044291209,0.9056785653393348,715816960.9999902,5592321.000000016,0.761331444663267,0.9593424653288126,Brown spot
brown-spot-37.JPG,0.95554841940088,0.9850256362709556,0.34460069938188387,715816961.0000483,5592320.99999985,0.95554841940088,0.9395007293029384,0.9495745323658467,0.9802474699785074,0.3867663005335491,715816961.0000335,5592320.999999872,0.9495745323658467,0.8396045661131873,0.9509254037613897,0.9811005421136133,0.3775767938604767,715816961.000025,5592321.000000293,0.9509254037613897,0.8561452983675254,0.9488761680387513,0.9797547924548525,0.3914054534750927,715816961.0000317,5592320.999999879,0.9488761680387513,0.8262725424174575,Brown spot
brown-spot-6.jpg,0.947071163419553,0.989715150658521,0.3529638906204497,715816960.9999841,5592321.0000000065,0.947071163419553,0.9423384795649812,0.9410800602532801,0.9799866079130799,0.42348695576784506,715816961.0000135,5592320.99999998,0.9410800602532801,0.8271160877165099,0.9428380976352495,0.9823542236598363,0.4049136297272563,715816961.0000217,5592321.000000116,0.9428380976352495,0.861791338036802,0.9411541223938017,0.9800183607564628,0.4226136168019109,715816961.000013,5592320.999999975,0.9411541223938017,0.8274240825960367,Brown spot
brown-spot-23.JPG,0.9726144629241177,0.9906677207880942,0.22302918784033474,715816961.0000378,5592320.9999998985,0.9726144629241177,0.9402783611944487,0.9672525867463813,0.9866385020410198,0.26156604305654824,715816961.0000217,5592320.999999912,0.9672525867463813,0.8046082166652573,0.9683358371115595,0.98728295123399,0.2539473405190216,715816961.0000186,5592321.00000021,0.9683358371115595,0.8316164849943845,0.96730293076283,0.986694269506384,0.26116962704166047,715816961.0000226,5592320.99999992,0.96730293076283,0.8092784458942701,Brown spot
brown-spot-30.JPG,0.9654899868923609,0.9872024706031948,0.29117295322546055,715816961.0000494,5592320.99999988,0.9654899868923609,0.9250794268901606,0.9575834556030539,0.9812270403575621,0.3435094488472559,715816961.0000287,5592320.999999885,0.9575834556030539,0.7327130100080371,0.9585887093064792,0.9818139291615182,0.33657060561787755,715816961.000025,5592321.000000296,0.9585887093064792,0.7583398618718087,0.9570746945948507,0.98094425865739,0.34613198537859713,715816961.000027,5592320.999999892,0.9570746945948507,0.7283458051890283,Brown spot
